"user_supplied_name","matched_name","family","symmetry"
"Brachyotum lindenii","Brachyotum lindenii","Melastomataceae","actinomorphic"
"Brachyotum sp1 M_PL_068","Brachyotum","Melastomataceae","actinomorphic"
"Bredia hirsuta","Bredia hirsuta","Melastomataceae","actinomorphic"
"Clidemia capitellata","Clidemia capitellata","Melastomataceae","actinomorphic"
"Macairea pachyphylla","Macairea pachyphylla","Melastomataceae","actinomorphic"
"Marcetia taxifolia","Marcetia taxifolia","Melastomataceae","actinomorphic"
"Melastoma candidum","Melastoma candidum","Melastomataceae","actinomorphic"
"Memecylon ovatifolium","Memecylon ovatifolium","Melastomataceae","actinomorphic"
"Miconia ciliata","Miconia ciliata","Melastomataceae","actinomorphic"
"Miconia robinsoniana","Miconia robinsoniana","Melastomataceae","actinomorphic"
"Miconia sp1 M_PL_040","Miconia","Melastomataceae","actinomorphic"
"Miconia striata","Miconia striata","Melastomataceae","actinomorphic"
"Pterolepis glomerata","Pterolepis glomerata","Melastomataceae","actinomorphic"
"Rhynchanthera serrulata","Rhynchanthera serrulata","Melastomataceae","actinomorphic"
"Siphanthera cordifolia","Siphanthera cordifolia","Melastomataceae","actinomorphic"
"Tetrazygia angustifolia","Tetrazygia angustifolia","Melastomataceae","actinomorphic"
"Tibouchina fraterna","Tibouchina fraterna","Melastomataceae","actinomorphic"
"Tococa nitens","Tococa nitens","Melastomataceae","actinomorphic"
"Mollugo verticillata","Mollugo verticillata","Molluginaceae","actinomorphic"
"Calandrinia affinis","Calandrinia affinis","Montiaceae","actinomorphic"
"Calandrinia caespitosa","Calandrinia caespitosa","Montiaceae","actinomorphic"
"Claytonia virginica","Claytonia virginica","Montiaceae","actinomorphic"
"Montiopsis gilliesii","Montiopsis gilliesii","Montiaceae","actinomorphic"
"Neopaxia australasica","Neopaxia australasica","Montiaceae","actinomorphic"
"Musa balbisiana","Musa balbisiana","Musaceae","actinomorphic"
"Amomyrtus luma","Amomyrtus luma","Myrtaceae","actinomorphic"
"Amomyrtus meli","Amomyrtus meli","Myrtaceae","actinomorphic"
"Eugenia orbiculata","Eugenia orbiculata","Myrtaceae","actinomorphic"
"Kunzea muelleri","Kunzea muelleri","Myrtaceae","actinomorphic"
"Leptospermum scoparium","Leptospermum scoparium","Myrtaceae","actinomorphic"
"Luma apiculata","Luma apiculata","Myrtaceae","actinomorphic"
"Monimiastrum globosum","Monimiastrum globosum","Myrtaceae","actinomorphic"
"Myrceugenia ovata var. ovata","Myrceugenia ovata","Myrtaceae","actinomorphic"
"Myrceugenia parvifolia","Myrceugenia parvifolia","Myrtaceae","actinomorphic"
"Myrceugenia planipes","Myrceugenia planipes","Myrtaceae","actinomorphic"
"Myrteola nummularia","Myrteola nummularia","Myrtaceae","actinomorphic"
"Myrtus communis","Myrtus communis","Myrtaceae","actinomorphic"
"Psidium cattleianum","Psidium cattleianum","Myrtaceae","actinomorphic"
"Psidium guajava","Psidium guajava","Myrtaceae","actinomorphic"
"Psidium montanum","Psidium montanum","Myrtaceae","actinomorphic"
"Psidium sp1 M_PL_067","Psidium","Myrtaceae","actinomorphic"
"Syzygium commersonii","Syzygium commersonii","Myrtaceae","actinomorphic"
"Syzygium coriaceum","Syzygium coriaceum","Myrtaceae","actinomorphic"
"Syzygium venosum","Syzygium venosum","Myrtaceae","actinomorphic"
"Tepualia stipularis","Tepualia stipularis","Myrtaceae","actinomorphic"
"Ugni candollei","Ugni candollei","Myrtaceae","actinomorphic"
"Ugni molinae","Ugni molinae","Myrtaceae","actinomorphic"
"Abutilon bedfordianum","Abutilon bedfordianum","Malvaceae","actinomorphic"
"Abutilon depauperatum","Abutilon depauperatum","Malvaceae","actinomorphic"
"Abutilon terminale","Abutilon terminale","Malvaceae","actinomorphic"
"Acacia insulae-iacobi","Acacia insulae-iacobi","Fabaceae","actinomorphic"
"Achyrocline satureoides","Achyrocline satureoides",NA,"actinomorphic"
"Aciphylla scott-thompsoni","Aciphylla scott-thomsonii Cockayne & Allan","Apiaceae","actinomorphic"
"Actea alba","Actaea alba","Ranunculaceae","actinomorphic"
"Actinomeris alternifolia","Actinomeris alternifolia",NA,"actinomorphic"
"Adenocarpus foliosus","Adenocarpus foliolosus",NA,"zygomorphic"
"Adesmia aconcaguensis","Adesmia aconcaguensis",NA,"zygomorphic"
"Adesmia capitellata","Adesmia capitellata",NA,"zygomorphic"
"Adesmia conferta","Adesmia conferta",NA,"zygomorphic"
"Adesmia haemisphaerica","Adesmia hemisphaerica",NA,"zygomorphic"
"Adesmia montana","Adesmia montana",NA,"zygomorphic"
"Adesmia radicifolia","Adesmia radicifolia",NA,"zygomorphic"
"Aechmea chantiniii","Aechmea chantinii",NA,"actinomorphic"
"Aechmea paniculigera","Aechmea paniculigera",NA,"actinomorphic"
"Aegiphila obducta","Aegiphila obducta",NA,"actinomorphic"
"Aetheorrina bulbosa","Aetheorrhiza bulbosa",NA,"actinomorphic"
"Ageretina adenophora","Ageratina adenophora","Asteraceae","actinomorphic"
"Ajuga dictyocarpa","Ajuga dictyocarpa","Lamiaceae","zygomorphic"
"Aletris luteoviridis","Aletris luteoviridis","Nartheciaceae","actinomorphic"
"Allium recurvatum","Allium recurvatum","Alliaceae","actinomorphic"
"Amasonia arborea","Amasonia arborea","Lamiaceae","actinomorphic"
"Ampetopsis brevipedunculata","Ampelopsis brevipedunculata","Vitaceae","actinomorphic"
"Amphicarpa pitcheri","Amphicarpaea pitcheri","Fabaceae","zygomorphic"
"Anarthrophyllum gayanum","Anarthrophyllum gayanum","Fabaceae","zygomorphic"
"Angelica longeradiata","Angelica longeradiata","Apiaceae","actinomorphic"
"Antidesma joponicum","Antidesma japonicum","Euphorbiaceae","actinomorphic"
"Antidesma madagascariense","Antidesma madagascariense","Euphorbiaceae","actinomorphic"
"Aphelandra colorata","Aphelandra colorata","Acanthaceae","zygomorphic"
"Aphelandra longiflora","Aphelandra longiflora","Acanthaceae","actinomorphic"
"Aphelandra macrostachya","Aphelandra macrostachya","Acanthaceae","actinomorphic"
"Apios tuberosa","Apios tuberosa","Fabaceae","zygomorphic"
"Arabis dentata","Arabis dentata","Brassicaceae","actinomorphic"
"Arabis lyrata kamtschatica","Arabis lyrata",NA,"actinomorphic"
"Arabis virginica","Arabis virginica",NA,"actinomorphic"
"Aragalus lamberti","Aragallus lamberti",NA,"actinomorphic"
"Aralta elata","Aralia elata","Araliaceae","actinomorphic"
"Argyranthemum frutescens","Argyranthemum frutescens","Asteraceae","actinomorphic"
"Argyranthemum teneriffae","Argyranthemum teneriffae","Asteraceae","actinomorphic"
"Ascerates floridana","Asclepias tuberosa","Apocynaceae","actinomorphic"
"Ascerates viridiflora","Acerates viridiflora","Apocynaceae","actinomorphic"
"Asiminia triloba","Asimina triloba","Anonaceae","actinomorphic"
"Aster ageratoides amplexifolius","Aster ageratoides","Asteraceae","actinomorphic"
"Aster ageratoides ovatus","Aster ageratoides","Asteraceae","actinomorphic"
"Aster anomalus","Aster anomalus","Asteraceae","actinomorphic"
"Aster asa-grayi","Aster asa-grayi","Asteraceae","actinomorphic"
"Aster ericoides villosus","Aster ericoides","Asteraceae","actinomorphic"
"Aster lateriflorus","Aster lateriflorus","Asteraceae","actinomorphic"
"Aster multiflorus","Aster multiflorus","Asteraceae","actinomorphic"
"Aster paniculatus","Aster paniculatus","Asteraceae","actinomorphic"
"Aster sagittifolius","Aster sagittifolius","Asteraceae","actinomorphic"
"Aster salicifolius","Aster salicifolius","Asteraceae","actinomorphic"
"Aster turbinellus","Aster turbinellus","Asteraceae","actinomorphic"
"Asteriscium aemocarpon","Asteriscium aemocarpon","Asteraceae","actinomorphic"
"Astragalus drummondi","Astragalus drummondii","Fabaceae","zygomorphic"
"Astragalus mexicanus","Astragalus mexicanus","Fabaceae","zygomorphic"
"Azorella bolacina","Azorella bolacina","Apiaceae","actinomorphic"
"Azorella monanthos","Azorella monathos",NA,"actinomorphic"
"Baccharis articulata","Baccharis articulata",NA,"actinomorphic"
"Baccharis coridifolia","Baccharis coridifolia",NA,"actinomorphic"
"Baccharis pingraea","Baccharis pingraea",NA,"actinomorphic"
"Baccharis tandilensis","Baccharis tandilensis",NA,"actinomorphic"
"Baccharis trimera","Baccharis trimera",NA,"actinomorphic"
"Badula platiphylla","Badula platyphylla","Primulaceae","actinomorphic"
"Baeckia gunniana","Baeckea gunniana",NA,"actinomorphic"
"Bakerella hoyifolia","Bakerella hoyifolia","Loranthaceae","zygomorphic"
"Befaria glauca","Befaria glauca",NA,"actinomorphic"
"Benthamida kousa","Benthamia kousa",NA,"actinomorphic"
"Besella rubra","Basella rubra",NA,"actinomorphic"
"Besmoscelis villosa","Desmoscelis villosa",NA,"actinomorphic"
"Billbergia vitata","Billbergia vittata",NA,"actinomorphic"
"Borreria laevis","Borreria laevis",NA,"actinomorphic"
"Brachycome scapiformis","Brachyscome scapiformis",NA,"actinomorphic"
"Brachycome scapigera","Brachyscome scapigera",NA,"actinomorphic"
"Brachycome sinlcairii","Brachyscome sinclairii",NA,"actinomorphic"
"Brachycome sp1 M_PL_019","Brachycome","Asteraceae","actinomorphic"
"Brachyome sinclairii","Brachyome sinclairii","Asteraceae","actinomorphic"
"Brauneria pallida","Brauneria pallida",NA,"actinomorphic"
"Brauneria purpurea","Brauneria purpurea",NA,"actinomorphic"
"Bunchosia media","Bunchosia media",NA,"actinomorphic"
"Byrsonia coriacea","Byrsonima coriacea",NA,"actinomorphic"
"Cacabus miersii","Cacabus miersii",NA,"actinomorphic"
"Cacalia adenostyloides","Cacalia adenostyloides","Asteraceae","actinomorphic"
"Cacalia atriplicifolia","Cacalia atriplicifolia",NA,"actinomorphic"
"Cacalia delphiniifolia","Cacalia delphiniifolia",NA,"actinomorphic"
"Cacalia hastata farfaraefolia","Cacalia hastata",NA,"actinomorphic"
"Cacalia reniformis","Cacalia reniformis",NA,"actinomorphic"
"Cacalia tuberosa","Cacalia tuberosa",NA,"actinomorphic"
"Calandrinia dianthoides","Calandrinia dianthoides",NA,"actinomorphic"
"Calandrinia occulta","Calandrinia occulta",NA,"actinomorphic"
"Calandrinia picta","Calandrinia picta",NA,"actinomorphic"
"Calandrinia sericea","Calandrinia sericea",NA,"actinomorphic"
"Calandrinia uspallatensis","Calandrinia uspallatensis",NA,"actinomorphic"
"Calathea zingiberea","Calathea zingiberina",NA,"zygomorphic"
"Calceolaria arachnoides","Calceolaria arachnoides","Orchidaceae","zygomorphic"
"Calceolaria montana","Calceolaria montana","Orchidaceae","zygomorphic"
"Calea lucidivenia","Calea lucidivenia",NA,"actinomorphic"
"Callianthe rufinerva","Callianthe rufinerva",NA,"actinomorphic"
"Calophyllum eputamen","Calophyllum eputamen",NA,"actinomorphic"
"Calopogon pulchellus","Calopogon pulchellus",NA,"zygomorphic"
"Camassia esculenta","Camassia esculenta",NA,"actinomorphic"
"Campnosperma seychellarum","Campnosperma seychellarum",NA,"actinomorphic"
"Canistrum perplexum","Canistrum perplexum",NA,"actinomorphic"
"Canthium bibracteatum","Canthium bibracteatum",NA,"actinomorphic"
"Caperonia pallustris","Caperonia palustris",NA,"actinomorphic"
"Capnoides aureum","Capnoides aureum","Papaveraceae","zygomorphic"
"Capparis ferruginea","Capparis ferruginea",NA,"actinomorphic"
"Cardamine angustata angustata","Cardamine angustata",NA,"actinomorphic"
"Cardamine tyrata","Cardamine lyrata",NA,"actinomorphic"
"Cardiospermum galapageium","Cardiospermum galapageium",NA,"actinomorphic"
"Carduus hookerianus","Carduus hookerianus",NA,"actinomorphic"
"Carmichaelia angusta","Carmichaelia angusta",NA,"zygomorphic"
"Casearia coriacea","Casearia coriacea",NA,"actinomorphic"
"Cassia chamaecrista","Cassia chamaecrista","Fabaceae","zygomorphic"
"Cassia marilandica","Cassia marilandica","Fabaceae","actinomorphic"
"Cassia picta","Cassia picta","Fabaceae","zygomorphic"
"Cassinia fulvida","Cassinia fulvida",NA,"actinomorphic"
"Cassinia vauvilliersi","Cassinia vauvilliersii",NA,"actinomorphic"
"Cassinia vauvilliersii","Cassinia vauvilliersii",NA,"actinomorphic"
"Castalia tuberosa","Castalia tuberosa",NA,"actinomorphic"
"Celmisia coriacea","Celmisia coriacea",NA,"actinomorphic"
"Celmisia discolor","Celmisia discolor",NA,"actinomorphic"
"Celmisia laricifolia","Celmisia laricifolia",NA,"actinomorphic"
"Celmisia longifolia","Celmisia longifolia",NA,"actinomorphic"
"Celmisia lyalii","Celmisia lyallii",NA,"actinomorphic"
"Celmisia petiolata","Celmisia petiolata",NA,"actinomorphic"
"Celmisia sessiliflora","Celmisia sessiliflora",NA,"actinomorphic"
"Centaurea orphanidea","Centaurea orphanidea",NA,"actinomorphic"
"Cephalantera falcata","Cephalanthera falcata",NA,"zygomorphic"
"Cerastium mollissimum","Cerastium mollissimum",NA,"actinomorphic"
"Cerastium montioides","Cerastium montioides",NA,"actinomorphic"
"Cerastium vulgatum","Cerastium vulgatum",NA,"actinomorphic"
"Chamaenerium angustifolium","Chamaenerium angustifolium",NA,"actinomorphic"
"Chamomilla recutita","Chamomilla recutita",NA,"actinomorphic"
"Chicocca alba","Chiococca alba",NA,"actinomorphic"
"Chiococa alba","Chiococca alba",NA,"actinomorphic"
"Chondrilla ramosissima","Chondrilla ramosissima",NA,"actinomorphic"
"Cirsium brevicaule","Cirsium brevicaule",NA,"actinomorphic"
"Cirsium effusum","Cirsium effusum",NA,"actinomorphic"
"Cirsium kagamontanum","Cirsium kagamontanum",NA,"actinomorphic"
"Cirsium lanceolatum","Cirsium lanceolatum",NA,"actinomorphic"
"Cirsium microspicatum","Cirsium microspicatum",NA,"actinomorphic"
"Cirsium nipponica","Cirsium nipponicum",NA,"actinomorphic"
"Cirsium pratensis","Cirsium pratensis",NA,"actinomorphic"
"Cirsium sieboldii","Cirsium sieboldii",NA,"actinomorphic"
"Cirsium suffultum","Cirsium suffultum",NA,"actinomorphic"
"Claoxylon linostachys","Claoxylon linostachys",NA,"actinomorphic"
"Clementsia rhodantha","Clementsia rhodantha",NA,"actinomorphic"
"Clerodendrum molle","Clerodendrum molle",NA,"actinomorphic"
"Clerodendrum molle glabr.","Clerodendrum molle",NA,"actinomorphic"
"Clerodendrum molle var.","Clerodendrum molle",NA,"actinomorphic"
"Clethra barvinervis","Clethra barbinervis",NA,"actinomorphic"
"Clinopodium chinense grandiflorum","Clinopodium chinense",NA,"zygomorphic"
"Cnidoscolus halteris","Cnidoscolus halteris",NA,"actinomorphic"
"Cnidoscolus obtusifolius","Cnidoscolus obtusifolius",NA,"actinomorphic"
"Commicarpus tuberosus","Commicarpus tuberosus",NA,"actinomorphic"
"Cordia brownei","Cordia brownei",NA,"actinomorphic"
"Cordia globosa","Cordia globosa",NA,"actinomorphic"
"Cornus paniculata","Cornus paniculata",NA,"actinomorphic"
"Corydalis lineariloba","Corydalis lineariloba",NA,"zygomorphic"
"Cotula pyrethrifolia","Cotula pyrethrifolia",NA,"actinomorphic"
"Cryptocarpus pyriformis","Cryptocarpus pyriformis",NA,"actinomorphic"
"Cucurbita melopepo","Cucurbita melopepo",NA,"actinomorphic"
"Cuphea fruticosa","Cuphea fruticosa",NA,"actinomorphic"
"Cuphea o'donellii","Cuphea odonellii",NA,"actinomorphic"
"Cuphea petiolata","Cuphea petiolata",NA,"actinomorphic"
"Cypripedium parviflorum pubescens","Cypripedium parviflorum","Orchidaceae","zygomorphic"
"Dasyphora fruticosa","Dasyphora fruticosa",NA,"actinomorphic"
"Daucus carota carota","Daucus carota",NA,"actinomorphic"
"Decagonocarpus cornutus","Decagonocarpus cornutus",NA,"actinomorphic"
"Delphinium scopulorum","Delphinium scopulorum",NA,"actinomorphic"
"Desfontainea spinosa","Desfontainia spinosa",NA,"actinomorphic"
"Desmodium bracteosum","Desmodium bracteosum",NA,"actinomorphic"
"Desmodium grandiflorum","Desmodium grandiflorum",NA,"actinomorphic"
"Desmodium padocarpum","Desmodium podocarpum","Fabaceae","zygomorphic"
"Deutzia naseana","Deutzia naseana",NA,"actinomorphic"
"Dianthera americana","Dianthera americana",NA,"zygomorphic"
"Dianthus superbus longicalycinus","Dianthus superbus",NA,"actinomorphic"
"Dillenia ferruginea","Dillenia ferruginea",NA,"actinomorphic"
"Diodia multiflora","Diodia multiflora",NA,"actinomorphic"
"Diodia radula","Diodia radula",NA,"actinomorphic"
"Dioscorea asclepiadea","Dioscorea asclepiadea",NA,"actinomorphic"
"Diospyros seychellarum","Diospyros seychellarum",NA,"actinomorphic"
"Diospyrus japonica","Diospyros japonica",NA,"actinomorphic"
"Discaria longispina","Discaria longispina",NA,"actinomorphic"
"Draba tenuis","Draba tenuis",NA,"actinomorphic"
"Drapetes dieffenbachii","Drapetes dieffenbachii",NA,"actinomorphic"
"Elaeagnus montana","Elaeagnus montana",NA,"actinomorphic"
"Ellisia nyctelaea","Ellisia nyctelaea",NA,"actinomorphic"
"Embelia angustifolia","Embelia angustifolia",NA,"actinomorphic"
"Encholirium spectabile","Encholirium spectabile",NA,"actinomorphic"
"Epilobium nivale","Epilobium nivale",NA,"actinomorphic"
"Epilobium sp1 M_PL_028","Epilobium",NA,"actinomorphic"
"Epilobium sp1 M_PL_029","Epilobium",NA,"actinomorphic"
"Epistephium duckei","Epistephium duckei","Orchidaceae","zygomorphic"
"Equium sabulicola","Epilobium",NA,"actinomorphic"
"Erechthites hieracifolia","Erechtites hieracifolia",NA,"actinomorphic"
"Erigeron andicola","Erigeron andicola",NA,"actinomorphic"
"Erigeron macranthus","Erigeron macranthus",NA,"actinomorphic"
"Erigeron ramosus","Erigeron ramosus",NA,"actinomorphic"
"Eryngium stenophyllum","Eryngium stenophyllum",NA,"actinomorphic"
"Erythrina lanata","Erythrina lanata",NA,"actinomorphic"
"Erythroxylum macrocarpum","Erythroxylum macrocarpum",NA,"actinomorphic"
"Erythroxylum sechellarum","Erythroxylum sechellarum",NA,"actinomorphic"
"Eulophus americanus","Eulophus americanus",NA,"actinomorphic"
"Euodia chapelieri","Euodia chapelieri",NA,"actinomorphic"
"Euodia obtusifolia","Euodia obtusifolia",NA,"actinomorphic"
"Eupatorium bupleurifolium","Eupatorium bupleurifolium",NA,"actinomorphic"
"Eupatorium chinense sachalinense","Eupatorium chinense",NA,"actinomorphic"
"Eupatorium lanigerum","Eupatorium lanigerum",NA,"actinomorphic"
"Eupatorium macrocephalum","Eupatorium macrocephalum",NA,"actinomorphic"
"Eupatorium squarrulosum","Eupatorium squarrulosum",NA,"actinomorphic"
"Eupatorium subhastatum","Eupatorium subhastatum",NA,"actinomorphic"
"Eupatorium tenacetifolium","Eupatorium tanacetifolium",NA,"actinomorphic"
"Eupatorium urticaefolium","Eupatorium urticaefolium",NA,"actinomorphic"
"Euphorbia obtusifolia","Euphorbia obtusifolia",NA,"actinomorphic"
"Euphorbia preslii","Euphorbia preslii",NA,"actinomorphic"
"Euphrasia zelandica","Euphrasia zelandica",NA,"actinomorphic"
"Eusteratis yatabeana","Eusteralis yatabeana",NA,"actinomorphic"
"Excoecaria benthiamiana","Excoecaria benthamiana",NA,"actinomorphic"
"Fagonia albiflora","Fagonia albiflora",NA,"actinomorphic"
"Farfugium joponicum","Farfugium japonicum",NA,"actinomorphic"
"Ferdinandusa sprucei","Ferdinandusa sprucei",NA,"actinomorphic"
"Fragaria virginiana illinoensis","Fragaria virginiana",NA,"actinomorphic"
"Frasera carolinensis","Frasera carolinensis",NA,"actinomorphic"
"Fraxinus americanus","Fraxinus americanus",NA,"actinomorphic"
"Fuchsia corollata","Fuchsia corollata",NA,"actinomorphic"
"Fumaria amarysia","Fumaria amarysia",NA,"zygomorphic"
"Gaertnera sp1 M_PL_066","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_067","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_068","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_069","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_070","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_077","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_078","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_079","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_080","Gaertnera",NA,"actinomorphic"
"Gaertnera sp1 M_PL_081","Gaertnera",NA,"actinomorphic"
"Galactea striata","Galactia striata",NA,"zygomorphic"
"Galium propinquum","Galium propinquum",NA,"actinomorphic"
"Galvezia leucantha pubescen","Galvezia leucantha",NA,"zygomorphic"
"Geissomeria schottiana","Geissomeria schottiana",NA,"zygomorphic"
"Gelasine azurea","Gelasine azurea",NA,"actinomorphic"
"Gentiana corymbifera","Gentiana corymbifera",NA,"actinomorphic"
"Gentiana montana","Gentiana montana",NA,"actinomorphic"
"Gentiana puberula","Gentiana puberula",NA,"actinomorphic"
"Geranium eriostemon","Geranium eriostemon","Geraniaceae","actinomorphic"
"Geranium richardsoni","Geranium richardsonii","Geraniaceae","actinomorphic"
"Gerardia auriculata","Gerardia auriculata",NA,"zygomorphic"
"Gerardia genistifolia","Gerardia genistifolia",NA,"zygomorphic"
"Gerardia purpurea","Gerardia purpurea",NA,"zygomorphic"
"Gerardia tenuifolia","Gerardia tenuifolia",NA,"zygomorphic"
"Geum uniflorum","Geum uniflorum",NA,"actinomorphic"
"Gillenia stipulacea","Gillenia stipulacea",NA,"actinomorphic"
"Gnaphalium cheirantifolium","Gnaphalium cheiranthifolium",NA,"actinomorphic"
"Gnaphalium polycephalum","Gnaphalium polycephalum",NA,"actinomorphic"
"Gonolobus laevis","Gonolobus laevis",NA,"actinomorphic"
"Groton suberosus","Croton suberosus","Euphorbiaceae","actinomorphic"
"Guarea swartzii","Guarea swartzii",NA,"actinomorphic"
"Gurania rufipila","Gurania rufipila",NA,"actinomorphic"
"Guzmania bakeri","Guzmania bakeri",NA,"actinomorphic"
"Guzmania candelabrum","Guzmania candelabrum",NA,"actinomorphic"
"Habenaria leucophaea","Habenaria leucophaea","Orchidaceae","zygomorphic"
"Habranthus andersoni","Habranthus andersonii",NA,"actinomorphic"
"Halimium commutatum","Halimium commutatum",NA,"actinomorphic"
"Haplopappus chysanthemifolius","Haplopappus chrysanthemifolius",NA,"actinomorphic"
"Haplopappus sericeus","Haplopappus sericeus",NA,"actinomorphic"
"Hebe brachysiphon","Hebe brachysiphon",NA,"zygomorphic"
"Helianthemum croceum","Helianthemum croceum",NA,"actinomorphic"
"Helianthus grosse-serratus","Helianthus grosse-serratus",NA,"actinomorphic"
"Helianthus scaberrimus","Helianthus scaberrimus",NA,"actinomorphic"
"Helichrysum picardii","Helichrysum picardii",NA,"actinomorphic"
"Helichrysum proteoides","Helichrysum proteoides",NA,"actinomorphic"
"Helichrysum scorpioides","Helichrysum scorpioides",NA,"actinomorphic"
"Heliotropium dolosum","Heliotropium dolosum",NA,"actinomorphic"
"Helipterum albicans","Helipterum albicans",NA,"actinomorphic"
"Heuchera hispida","Heuchera hispida","Saxifragaceae","actinomorphic"
"Hibiscus maleinoi","Hibiscus makinoi",NA,"actinomorphic"
"Hibiscus militaris","Hibiscus militaris",NA,"actinomorphic"
"Holodiscus dumosus","Holodiscus dumosus",NA,"actinomorphic"
"Houstonia purpurea calycosa","Houstonia purpurea",NA,"actinomorphic"
"Hovenia tomentella","Hovenia tomentella",NA,"actinomorphic"
"Hymenocarpus circinnatus","Hymenocarpus circinnatus",NA,"actinomorphic"
"Hypochaeris rosengurtii","Hypochaeris rosengurttii",NA,"actinomorphic"
"Hypochoeris achyrophorus","Hypochoeris achyrophorus",NA,"actinomorphic"
"Hypochoeris montana","Hypochoeris montana",NA,"actinomorphic"
"Hypochoeris sp1 M_PL_001","Hypochoeris",NA,"actinomorphic"
"Hyptis asperrima","Hyptis asperrima",NA,"zygomorphic"
"Hyptis dilatata","Hyptis dilatata",NA,"zygomorphic"
"Hysterionica pinifolia","Hysterionica pinifolia",NA,"actinomorphic"
"Ibidium strictum","Ibidium strictum","Orchidaceae","zygomorphic"
"Ilysanthes dubia","Ilysanthes dubia",NA,"zygomorphic"
"Ipomea sp1 M_PL_069_01","Ipomea",NA,"actinomorphic"
"Ipomoea bracteata","Ipomoea bracteata",NA,"actinomorphic"
"Ipomoea linearifolia","Ipomoea linearifolia",NA,"actinomorphic"
"Iris taevigata","Iris laevigata",NA,"actinomorphic"
"Ischnosiphon lasiocoleus","Ischnosiphon lasiocoleus",NA,"zygomorphic"
"Ixeris debilis","Ixeris debilis",NA,"actinomorphic"
"Ixora pudica","Ixora pudica",NA,"actinomorphic"
"Jaegeria gracilis","Jaegeria gracilis",NA,"actinomorphic"
"Jasminoserius thouarsii","Jasminocereus thouarsii",NA,"actinomorphic"
"Jatropha mollissima","Jatropha mollissima",NA,"actinomorphic"
"Justicia cuatrecasii","Justicia cuatrecasasii",NA,"actinomorphic"
"Justicia mexicana","Justicia mexicana",NA,"actinomorphic"
"Justicia scheidweileri","Justicia scheidweileri",NA,"actinomorphic"
"Justicia sebastianopolitanae","Justicia sebastianopolitanae",NA,"actinomorphic"
"Kalimeris yomena","Kalimeris yomena",NA,"actinomorphic"
"Kandetia candel","Kandelia candel",NA,"actinomorphic"
"Krigia amplexicaulis","Krigia amplexicaulis",NA,"actinomorphic"
"Lantana peducularis","Lantana peduncularis",NA,"actinomorphic"
"Lappula floribunda","Lappula floribunda",NA,"actinomorphic"
"Lappula virginiana","Lappula virginiana",NA,"actinomorphic"
"Lathyrus montanus","Lathyrus montanus",NA,"zygomorphic"
"Lathyrus ornatus","Lathyrus ornatus",NA,"zygomorphic"
"Leesia japonica","Leersia japonica","Poaceae",NA
"Lepachys pinnata","Lepachys pinnata",NA,"actinomorphic"
"Lepidium suffruticosum","Lepidium suffruticosum",NA,"actinomorphic"
"Leuceria candidissima","Leuceria candidissima",NA,"actinomorphic"
"Leuceria landbeckii","Leucheria landbeckii",NA,"actinomorphic"
"Leuceria salina","Leuceria salina",NA,"actinomorphic"
"Ligularia fischerii","Ligularia fischeri",NA,"actinomorphic"
"Limophila sessiliflora","Limnophila sessiliflora",NA,"actinomorphic"
"Lindera sericea","Lindera sericea","Lauraceae","actinomorphic"
"Lippia lanceolata","Lippia lanceolata",NA,"actinomorphic"
"Lippia rosmarinifolia","Lippia rosmarinifolia",NA,"actinomorphic"
"Litsea citriodora","Litsea citriodora",NA,"actinomorphic"
"Loasa caespitosa","Loasa caespitosa",NA,"actinomorphic"
"Loasa incurva","Loasa incurva",NA,"actinomorphic"
"Loasa sigmoidea","Loasa sigmoidea",NA,"actinomorphic"
"Lobelia leptostachys","Lobelia leptostachys",NA,"zygomorphic"
"Lonicera sullivantii","Lonicera sullivantii",NA,"zygomorphic"
"Ludvigia polycarpa","Ludwigia polycarpa",NA,"actinomorphic"
"Ludwigia epilobioides","Ludwigia epilobioides",NA,"actinomorphic"
"Lychnis gracillima","Lychnis gracillima",NA,"actinomorphic"
"Lychnis triflora","Lychnis triflora",NA,"actinomorphic"
"Lycopersicon cheesmanii minor","Lycopersicon cheesmanii",NA,"actinomorphic"
"Lycopus ramosissimus","Lycopus ramosissimus",NA,"actinomorphic"
"Macairea parvifolia","Macairea parvifolia",NA,"actinomorphic"
"Macraea laricifolia","Macraea laricifolia",NA,"actinomorphic"
"Malcolmia chia","Malcolmia chia",NA,"actinomorphic"
"Malesherbia linearifolius","Malesherbia linearifolia",NA,"actinomorphic"
"Malva rotundifolia","Malva rotundifolia",NA,"actinomorphic"
"Malvastrum coccineum","Malvastrum coccineum",NA,"actinomorphic"
"Mandevilla benthamii","Mandevilla benthamii",NA,"actinomorphic"
"Manettia mirtis","Manettia mitis",NA,"actinomorphic"
"Martynia louisiana","Martynia louisiana",NA,"zygomorphic"
"Melandrium triflorum","Melandrium triflorum",NA,"actinomorphic"
