"hosts","viruses","prop_false"
1446,4832,0.0290305857957491
1558,5301,0.0101010101010101
1228,4217,0.0629266844761057
1440,4714,0.0286479250334672
340,1434,0.267532467532468
229,1303,0.336510962821735
460,1734,0.242424242424242
980,4211,0.0653133274492498
1248,4608,0.0451107509454349
1553,5367,0.00465332712889721
1232,4534,0.0532495903877662
1286,4382,0.0520446096654275
1087,4369,0.0506582713222667
487,2094,0.217775161859918
763,2875,0.148851590106007
1041,3832,0.0894071914480078
517,2298,0.193048128342246
641,2565,0.16591704147926
162,1107,0.314754098360656
664,2632,0.163784822286263
1197,4305,0.0570188133140376
1283,4418,0.0482680295286769
1302,4660,0.0334141740770681
61,290,0.495934959349594
962,4014,0.0692546583850931
1299,4658,0.0363881401617251
89,498,0.406103286384977
543,2461,0.183995922528033
786,2870,0.147475642161205
438,1611,0.267496111975117
887,3308,0.118089507333584
396,1835,0.250336473755047
514,2429,0.181724315952504
1000,3967,0.082680864390855
770,3010,0.139621087314662
331,1381,0.313473877176902
522,2088,0.199641362821279
839,3298,0.11638418079096
1013,3916,0.0841804320203303
1436,5135,0.0169985429820301
683,2535,0.176046176046176
1534,5328,0.00702740688685877
653,2431,0.186728395061728
1376,4727,0.0239043824701195
1201,4200,0.0651917404129794
1253,4240,0.0573794735285419
188,1026,0.324324324324324
939,3582,0.0885854341736695
670,2566,0.173200992555831
1217,4558,0.0517147523135547
266,1248,0.340931615460852
985,3720,0.0867810292633703
1086,4032,0.0663138231631383
1012,3795,0.0811081441922563
1206,4466,0.0512963479230555
632,2546,0.174087043521761
398,2008,0.217088607594937
311,1375,0.291887125220459
564,2334,0.185363247863248
463,2214,0.202127659574468
1418,4976,0.0318487185867131
169,953,0.365979381443299
159,747,0.42512077294686
307,1272,0.308926780341023
748,3116,0.128968253968254
1082,4381,0.0517339397384877
1425,4606,0.0431478968792401
1342,4633,0.0308237861429351
902,3565,0.101913043478261
1496,5369,0.00857076673615942
68,576,0.433852140077821
1128,4220,0.0613333333333334
1040,3920,0.0771446862996159
880,3130,0.113867425782839
49,281,0.57429718875502
180,1059,0.32013201320132
1517,5288,0.00779588944011345
1348,4804,0.0233595800524934
1064,4014,0.0701754385964912
1539,5320,0.00750469043151969
404,1551,0.28130081300813
915,3321,0.122097378277154
365,1513,0.2821341956346
1502,5127,0.0153546185717768
1365,4862,0.0302254098360656
861,3290,0.120669965740388
1435,4801,0.0231457127827459
1089,4111,0.0674531155474895
931,3290,0.114018691588785
275,1354,0.296125461254613
799,3128,0.13215859030837
150,806,0.360123647604328
1024,3883,0.0729166666666666
773,3051,0.126990608411597
857,2913,0.150690846286701
914,3556,0.102026554856744
38,282,0.623931623931624
77,410,0.551428571428571
122,943,0.345724907063197
579,2223,0.19504132231405
791,3505,0.106238859180036
530,2158,0.190998268897865
581,2349,0.194459243473628
699,2755,0.159622302158273
462,2135,0.195677570093458
189,1010,0.366081871345029
1091,4049,0.0671618693902817
1194,4740,0.0324795352521785
452,1839,0.220796758946658
297,1304,0.316479400749064
1201,4502,0.0581299698382232
938,3657,0.0881742738589212
1088,4116,0.0699088145896657
1289,4822,0.0295643153526971
405,1795,0.269017980636238
847,3148,0.13261217948718
702,2627,0.167644183773216
718,2964,0.127147766323024
1182,4167,0.0602228244504667
